NOM_PROV,NATCODE,MUNICIPIO_NOMBRE,A_PRIM_DET_OFICIAL,A_PRIM_DET_CITSCI,QUIEN FUE ANTES,METH,Year
Alicante/Alacant,34100303058,Cox,2019,0,2019,FSUR,2014-2022
Alicante/Alacant,34100303067,Fageca,2019,0,2019,FSUR,2014-2022
Alicante/Alacant,34100303077,"Fondó de les Neus, el/Hondón de las Nieves",2019,0,2019,FSUR,2014-2022
Alicante/Alacant,34100303072,Gaianes,2019,0,2019,FSUR,2014-2022
Alicante/Alacant,34100303073,Gorga,2019,0,2019,FSUR,2014-2022
Alicante/Alacant,34100303085,Llíber,2019,0,2019,FSUR,2014-2022
Alicante/Alacant,34100303084,"Orxa, l'/Lorcha",2019,0,2019,FSUR,2014-2022
Alicante/Alacant,34100303089,Monòver/Monóvar,2019,0,2019,FSUR,2014-2022
Alicante/Alacant,34100303105,"Pinós, el/Pinoso",2019,0,2019,FSUR,2014-2022
Alicante/Alacant,34100303106,Planes,2019,0,2019,FSUR,2014-2022
Alicante/Alacant,34100303109,Rafal,2019,0,2019,FSUR,2014-2022
Alicante/Alacant,34100303112,Relleu,2019,0,2019,FSUR,2014-2022
Alicante/Alacant,34100303116,Salinas,2019,0,2019,FSUR,2014-2022
Alicante/Alacant,34100303904,San Isidro,2019,0,2019,FSUR,2014-2022
Alicante/Alacant,34100303120,San Miguel de Salinas,2019,0,2019,FSUR,2014-2022
Alicante/Alacant,34100303127,Tàrbena,2019,0,2019,FSUR,2014-2022
Alicante/Alacant,34100303129,Tibi,2019,0,2019,FSUR,2014-2022
Alicante/Alacant,34100303130,Tollos,2019,0,2019,FSUR,2014-2022
Alicante/Alacant,34100303134,"Vall d'Alcalà, la",2019,0,2019,FSUR,2014-2022
Barcelona,34090808092,Gironella,2019,0,2019,FSUR,2014-2022
Barcelona,34090808171,Prats de Lluçanès,2019,0,2019,FSUR,2014-2022
Cáceres,34111010131,Navalmoral de la Mata,2019,0,2019,FSUR,2014-2022
Castellón/Castelló,34101212002,Aín,2019,0,2019,FSUR,2014-2022
Castellón/Castelló,34101212015,Argelita,2019,0,2019,FSUR,2014-2022
Castellón/Castelló,34101212016,Artana,2019,0,2019,FSUR,2014-2022
Castellón/Castelló,34101212018,Azuébar,2019,0,2019,FSUR,2014-2022
Castellón/Castelló,34101212043,Caudiel,2019,0,2019,FSUR,2014-2022
Castellón/Castelló,34101212046,Cirat,2019,0,2019,FSUR,2014-2022
Castellón/Castelló,34101212079,Montanejos,2019,0,2019,FSUR,2014-2022
Castellón/Castelló,34101212093,"Pobla de Benifassà, la",2019,0,2019,FSUR,2014-2022
Castellón/Castelló,34101212095,Ribesalbes,2019,0,2019,FSUR,2014-2022
Castellón/Castelló,34101212107,Sot de Ferrer,2019,0,2019,FSUR,2014-2022
Castellón/Castelló,34101212116,Torralba del Pinar,2019,0,2019,FSUR,2014-2022
Castellón/Castelló,34101212118,Torrechiva,2019,0,2019,FSUR,2014-2022
Castellón/Castelló,34101212131,Villamalur,2019,0,2019,FSUR,2014-2022
Girona,34091717001,Agullana,2019,0,2019,FSUR,2014-2022
Girona,34091717041,Cantallops,2019,0,2019,FSUR,2014-2022
Girona,34091717058,Crespià,2019,0,2019,FSUR,2014-2022
Girona,34091717064,Espolla,2019,0,2019,FSUR,2014-2022
Girona,34091717071,Fontcoberta,2019,0,2019,FSUR,2014-2022
Girona,34091717076,Garrigoles,2019,0,2019,FSUR,2014-2022
Girona,34091717098,Maià de Montcal,2019,0,2019,FSUR,2014-2022
Girona,34091717123,Palol de Revardit,2019,0,2019,FSUR,2014-2022
Girona,34091717154,Sales de Llierca,2019,0,2019,FSUR,2014-2022
Girona,34091717183,Sant Aniol de Finestres,2019,0,2019,FSUR,2014-2022
Girona,34091717158,Sant Climent Sescebes,2019,0,2019,FSUR,2014-2022
Girona,34091717162,Sant Ferriol,2019,0,2019,FSUR,2014-2022
Girona,34091717171,Sant Llorenç de la Muga,2019,0,2019,FSUR,2014-2022
Girona,34091717174,Sant Miquel de Campmajor,2019,0,2019,FSUR,2014-2022
Girona,34091717196,Terrades,2019,0,2019,FSUR,2014-2022
Girona,34091717220,Viladrau,2019,0,2019,FSUR,2014-2022
Girona,34091717227,Vilamaniscle,2019,0,2019,FSUR,2014-2022
Girona,34091717228,Vilanant,2019,0,2019,FSUR,2014-2022
Huesca,34022222204,Sallent de Gállego,2019,0,2019,FSUR,2014-2022
Lleida,34092525050,Bellpuig,2019,0,2019,FSUR,2014-2022
Lleida,34092525103,Granyanella,2019,0,2019,FSUR,2014-2022
Lleida,34092525135,Miralcamp,2019,0,2019,FSUR,2014-2022
Lleida,34092525232,Torres de Segre,2019,0,2019,FSUR,2014-2022
Murcia,34143030006,Aledo,2019,0,2019,FSUR,2014-2022
Murcia,34143030011,Blanca,2019,0,2019,FSUR,2014-2022
Murcia,34143030013,Calasparra,2019,0,2019,FSUR,2014-2022
Murcia,34143030020,Fortuna,2019,0,2019,FSUR,2014-2022
Murcia,34143030022,Jumilla,2019,0,2019,FSUR,2014-2022
Murcia,34143030031,Ojós,2019,0,2019,FSUR,2014-2022
Murcia,34143030034,Ricote,2019,0,2019,FSUR,2014-2022
Murcia,34143030040,Ulea,2019,0,2019,FSUR,2014-2022
Murcia,34143030042,Villanueva del Río Segura,2019,0,2019,FSUR,2014-2022
Tarragona,34094343025,Benifallet,2019,0,2019,FSUR,2014-2022
Tarragona,34094343026,Benissanet,2019,0,2019,FSUR,2014-2022
Tarragona,34094343039,Capafonts,2019,0,2019,FSUR,2014-2022
Tarragona,34094343048,Corbera d'Ebre,2019,0,2019,FSUR,2014-2022
Tarragona,34094343049,Cornudella de Montsant,2019,0,2019,FSUR,2014-2022
Tarragona,34094343062,Freginals,2019,0,2019,FSUR,2014-2022
Tarragona,34094343071,Horta de Sant Joan,2019,0,2019,FSUR,2014-2022
Tarragona,34094343084,Miravet,2019,0,2019,FSUR,2014-2022
Tarragona,34094343091,Mont-ral,2019,0,2019,FSUR,2014-2022
Tarragona,34094343115,Pradell de la Teixeta,2019,0,2019,FSUR,2014-2022
Tarragona,34094343116,Prades,2019,0,2019,FSUR,2014-2022
Tarragona,34094343147,Solivella,2019,0,2019,FSUR,2014-2022
Tarragona,34094343149,Tivenys,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646040,Antella,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646060,Benifaió,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646059,Benifairó de la Valldigna,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646069,Benissuera,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646071,Bicorp,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646076,Bugarra,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646095,Caudete de las Fuentes,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646096,Cerdà,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646106,Chelva,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646108,Chera,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646112,Chulilla,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646097,Cofrentes,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646100,Cotes,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646127,"Font d'en Carròs, la",2019,0,2019,FSUR,2014-2022
Valencia/València,34104646124,Fontanars dels Alforins,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646125,Fortaleny,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646137,"Granja de la Costera, la",2019,0,2019,FSUR,2014-2022
Valencia/València,34104646152,Llocnou de la Corona,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646151,Llocnou d'En Fenollet,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646149,Losa del Obispo,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646158,Macastre,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646167,Millares,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646206,Quesa,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646222,Sant Joanet,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646229,Siete Aguas,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646236,Sumacàrcer,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646240,Terrateig,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646246,Tous,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646251,Vallada,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646253,Vallés,2019,0,2019,FSUR,2014-2022
Valencia/València,34104646258,Villar del Arzobispo,2019,0,2019,FSUR,2014-2022
Bizkaia,34164848913,Zierbena,2019,0,2019,FSUR,2014-2022
"Balears, Illes",34040707035,Maria de la Salut,2020,0,2020,FSUR,2014-2022
Barcelona,34090808026,"Brull, El",2020,0,2020,FSUR,2014-2022
Barcelona,34090808049,Casserres,2020,0,2020,FSUR,2014-2022
Barcelona,34090808055,Castellcir,2020,0,2020,FSUR,2014-2022
Barcelona,34090808095,Granera,2020,0,2020,FSUR,2014-2022
Barcelona,34090808111,Malla,2020,0,2020,FSUR,2014-2022
Barcelona,34090808150,Orís,2020,0,2020,FSUR,2014-2022
Barcelona,34090808224,Sant Martí de Centelles,2020,0,2020,FSUR,2014-2022
Girona,34091717068,Foixà,2020,0,2020,FSUR,2014-2022
Girona,34091717149,Riudaura,2020,0,2020,FSUR,2014-2022
Girona,34091717167,Sant Joan de les Abadesses,2020,0,2020,FSUR,2014-2022
Girona,34091717014,"Vajol, La",2020,0,2020,FSUR,2014-2022
Gipuzkoa,34162020067,Errenteria,2020,0,2020,FSUR,2014-2022
Gipuzkoa,34162020902,Lasarte-Oria,2020,0,2020,FSUR,2014-2022
Gipuzkoa,34162020064,Pasaia,2020,0,2020,FSUR,2014-2022
Lleida,34092525047,Bellcaire d'Urgell,2020,0,2020,FSUR,2014-2022
Lleida,34092525048,Bell-lloc d'Urgell,2020,0,2020,FSUR,2014-2022
Lleida,34092525138,Montgai,2020,0,2020,FSUR,2014-2022
Lleida,34092525155,Organyà,2020,0,2020,FSUR,2014-2022
Lleida,34092525169,"Pobla de Cérvoles, La",2020,0,2020,FSUR,2014-2022
Lleida,34092525192,Sant Guim de Freixenet,2020,0,2020,FSUR,2014-2022
Lleida,34092525231,Torrelameu,2020,0,2020,FSUR,2014-2022
Lleida,34092525240,Vallfogona de Balaguer,2020,0,2020,FSUR,2014-2022
"Rioja, La",34172626071,Haro,2020,0,2020,FSUR,2014-2022
Murcia,34143030028,Moratalla,2020,0,2020,FSUR,2014-2022
Navarra,34153131070,Castejón,2020,0,2020,FSUR,2014-2022
Tarragona,34094343003,"Albiol, L'",2020,0,2020,FSUR,2014-2022
Tarragona,34094343006,Aldover,2020,0,2020,FSUR,2014-2022
Tarragona,34094343022,Batea,2020,0,2020,FSUR,2014-2022
Tarragona,34094343057,"Febró, La",2020,0,2020,FSUR,2014-2022
Tarragona,34094343060,Flix,2020,0,2020,FSUR,2014-2022
Tarragona,34094343063,"Galera, La",2020,0,2020,FSUR,2014-2022
Tarragona,34094343067,Ginestar,2020,0,2020,FSUR,2014-2022
Tarragona,34094343069,Gratallops,2020,0,2020,FSUR,2014-2022
Tarragona,34094343077,Mas de Barberans,2020,0,2020,FSUR,2014-2022
Tarragona,34094343078,Masdenverge,2020,0,2020,FSUR,2014-2022
Tarragona,34094343102,Paüls,2020,0,2020,FSUR,2014-2022
Tarragona,34094343125,Riba-roja d'Ebre,2020,0,2020,FSUR,2014-2022
Tarragona,34094343151,"Torre de Fontaubella, La",2020,0,2020,FSUR,2014-2022
Tarragona,34094343177,Vinebre,2020,0,2020,FSUR,2014-2022
Tarragona,34094343052,Xerta,2020,0,2020,FSUR,2014-2022
Bizkaia,34164848078,Portugalete,2020,0,2020,FSUR,2014-2022
Araba/Álava,34160101036,Laudio/Llodio,2021,0,2021,FSUR,2014-2022
"Balears, Illes",34040707030,Llubí,2021,0,2021,FSUR,2014-2022
Cáceres,34111010037,Cáceres,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212003,Albocàsser,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212014,Ares del Maestrat,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212025,Benafigos,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212026,Benassal,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212037,Castell de Cabres,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212038,Castellfort,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212041,Castillo de Villamalefa,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212042,Catí,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212055,Xodos/Chodos,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212045,Cinctorres,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212048,Cortes de Arenoso,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212051,Culla,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212059,Fanzara,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212061,Forcall,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212063,Fuente la Reina,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212064,Fuentes de Ayódar,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212065,Gaibiel,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212068,Herbers,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212069,Higueras,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212073,Ludiente,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212075,"Mata de Morella, la",2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212076,Matet,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212083,Olocau del Rey,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212087,Palanques,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212090,Pina de Montalgrao,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212091,Portell de Morella,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212092,Puebla de Arenoso,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212097,Sacañet,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212110,Teresa,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212112,Todolella,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212114,Torás,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212115,"Toro, El",2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212119,"Torre d'en Besora, la",2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212123,Vallat,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212129,Vilafranca/Villafranca del Cid,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212134,Vilar de Canes,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212130,Villahermosa del Río,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212133,Villanueva de Viver,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212137,Villores,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212139,Vistabella del Maestrat,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212141,Zorita del Maestrazgo,2021,0,2021,FSUR,2014-2022
Castellón/Castelló,34101212142,Zucaina,2021,0,2021,FSUR,2014-2022
Lleida,34092525034,Artesa de Segre,2021,0,2021,FSUR,2014-2022
Lleida,34092525055,Biosca,2021,0,2021,FSUR,2014-2022
Lleida,34092525904,Castell de Mur,2021,0,2021,FSUR,2014-2022
Lleida,34092525069,Castelló de Farfanya,2021,0,2021,FSUR,2014-2022
Lleida,34092525113,Ivars d'Urgell,2021,0,2021,FSUR,2014-2022
Lleida,34092525177,Preixens,2021,0,2021,FSUR,2014-2022
Lleida,34092525193,Sant Llorenç de Morunys,2021,0,2021,FSUR,2014-2022
Lleida,34092525035,"Sentiu de Sió, La",2021,0,2021,FSUR,2014-2022
Lleida,34092525205,Sidamon,2021,0,2021,FSUR,2014-2022
Lleida,34092525215,Talarn,2021,0,2021,FSUR,2014-2022
Lleida,34092525223,Torà,2021,0,2021,FSUR,2014-2022
Lleida,34092525907,Torrefeta i Florejacs,2021,0,2021,FSUR,2014-2022
Madrid,34132828013,Aranjuez,2021,0,2021,FSUR,2014-2022
Murcia,34143030033,Puerto Lumbreras,2021,0,2021,FSUR,2014-2022
Tarragona,34094343035,Cabacés,2021,0,2021,FSUR,2014-2022
Tarragona,34094343046,Conesa,2021,0,2021,FSUR,2014-2022
Tarragona,34094343065,Garcia,2021,0,2021,FSUR,2014-2022
Tarragona,34094343105,"Piles, Les",2021,0,2021,FSUR,2014-2022
Tarragona,34094343141,Pontils,2021,0,2021,FSUR,2014-2022
Tarragona,34094343152,"Torre de l'Espanyol, La",2021,0,2021,FSUR,2014-2022
Bizkaia,34164848017,Bermeo,2021,0,2021,FSUR,2014-2022
Zaragoza,34025050199,Osera de Ebro,2021,0,2021,FSUR,2014-2022
Zaragoza,34025050272,Utebo,2021,0,2021,FSUR,2014-2022
Barcelona,34090808078,"Espunyola, L'",2022,0,2022,FSUR,2014-2022
Barcelona,34090808117,"Masies de Voltregà, Les",2022,0,2022,FSUR,2014-2022
Barcelona,34090808132,Montmajor,2022,0,2022,FSUR,2014-2022
Barcelona,34090808303,Vilanova de Sau,2022,0,2022,FSUR,2014-2022
Cádiz,34011111001,Alcalá de los Gazules,2022,0,2022,FSUR,2014-2022
Cádiz,34011111007,Barbate,2022,0,2022,FSUR,2014-2022
Cádiz,34011111039,Vejer de la Frontera,2022,0,2022,FSUR,2014-2022
Gipuzkoa,34162020071,Tolosa,2022,0,2022,FSUR,2014-2022
Lleida,34092525008,Albesa,2022,0,2022,FSUR,2014-2022
Lleida,34092525027,Anglesola,2022,0,2022,FSUR,2014-2022
Lleida,34092525075,Clariana de Cardener,2022,0,2022,FSUR,2014-2022
Lleida,34092525126,Llavorsí,2022,0,2022,FSUR,2014-2022
Lleida,34092525134,Menàrguens,2022,0,2022,FSUR,2014-2022
Lleida,34092525140,Montferrer i Castellbò,2022,0,2022,FSUR,2014-2022
Lleida,34092525173,"Pont de Suert, El",2022,0,2022,FSUR,2014-2022
Lleida,34092525204,Seròs,2022,0,2022,FSUR,2014-2022
Lleida,34092525254,Vilanova de la Barca,2022,0,2022,FSUR,2014-2022
"Rioja, La",34172626089,Logroño,2022,0,2022,FSUR,2014-2022
Navarra,34153131054,Bertizarana,2022,0,2022,FSUR,2014-2022
Navarra,34153131226,Sunbilla,2022,0,2022,FSUR,2014-2022
Sevilla,34014141010,Almensilla,2022,0,2022,FSUR,2014-2022
Tarragona,34094343027,"Bisbal de Falset, La",2022,0,2022,FSUR,2014-2022
Tarragona,34094343056,"Fatarella, La",2022,0,2022,FSUR,2014-2022
Tarragona,34094343061,Forès,2022,0,2022,FSUR,2014-2022
Tarragona,34094343099,"Palma d'Ebre, La",2022,0,2022,FSUR,2014-2022
Tarragona,34094343175,Vilalba dels Arcs,2022,0,2022,FSUR,2014-2022
Barcelona,34090808031,Calaf,2023,0,2023,FSUR,2014-2022
Barcelona,34090808079,"Estany, L'",2023,0,2023,FSUR,2014-2022
Barcelona,34090808129,Muntanyola,2023,0,2023,FSUR,2014-2022
Barcelona,34090808185,Rubió,2023,0,2023,FSUR,2014-2022
Barcelona,34090808225,Sant Martí d'Albars,2023,0,2023,FSUR,2014-2022
Barcelona,34090808241,Sant Sadurní d'Osormort,2023,0,2023,FSUR,2014-2022
Barcelona,34090808297,Veciana,2023,0,2023,FSUR,2014-2022
Cádiz,34011111901,Benalup-Casas Viejas,2023,0,2023,FSUR,2014-2022
Lleida,34092525037,"Avellanes i Santa Linya, Les",2023,0,2023,FSUR,2014-2022
Lleida,34092525170,Bellaguarda,2023,0,2023,FSUR,2014-2022
Lleida,34092525079,Cubells,2023,0,2023,FSUR,2014-2022
Lleida,34092525094,Foradada,2023,0,2023,FSUR,2014-2022
Lleida,34092525111,Guixers,2023,0,2023,FSUR,2014-2022
Lleida,34092525115,Isona i Conca Dellà,2023,0,2023,FSUR,2014-2022
Lleida,34092525128,Llimiana,2023,0,2023,FSUR,2014-2022
Lleida,34092525905,Ribera d'Ondara,2023,0,2023,FSUR,2014-2022
Lleida,34092525902,Sant Martí de Riucorb,2023,0,2023,FSUR,2014-2022
Lleida,34092525210,Soses,2023,0,2023,FSUR,2014-2022
Lleida,34092525238,Vallbona de les Monges,2023,0,2023,FSUR,2014-2022
"Rioja, La",34172626036,Calahorra,2023,0,2023,FSUR,2014-2022
Madrid,34132828148,Torrejón de Ardoz,2023,0,2023,FSUR,2014-2022
Sevilla,34014141095,Utrera,2023,0,2023,FSUR,2014-2022
Tarragona,34094343096,"Morera de Montsant, La",2023,0,2023,FSUR,2014-2022
Tarragona,34094343158,Vallclara,2023,0,2023,FSUR,2014-2022
Tarragona,34094343168,Vilanova de Prades,2023,0,2023,FSUR,2014-2022
Ávila,34070505054,Casavieja ,0,2024,-2024,CITS,año_2024
Jaén,34012323058,Mancha Real,0,2024,-2024,CITS,año_2024
Sevilla,34014141045,Gerena ,0,2024,-2024,CITS,año_2024
Granada,34011818024,Beas de Granada ,0,2024,-2024,CITS,año_2024
Madrid,34132828115,Pozuelo de Alarcón ,0,2024,-2024,CITS,año_2024
Ciudad Real,34081313034,Ciudad Real ,0,2024,-2024,CITS,año_2024
Málaga,34012929080,Pizarra,0,2024,-2024,CITS,año_2024
Almería,34010404011,Alhama de Almería ,0,2024,-2024,CITS,año_2024
Bizkaia,34164848016,Berango ,0,2024,-2024,CITS,año_2024
Navarra,34153131086,Valle de Egüés/Eguesibar ,0,2024,-2024,CITS,año_2024
Sevilla,34014141027,Castilblanco de los Arroyos ,0,2024,-2024,CITS,año_2024
Navarra,34153131088,Noáin (Valle de Elorz)/Noain (Elortzibar) ,0,2024,-2024,CITS,año_2024
Zaragoza,34025050062,El Burgo de Ebro,0,2024,-2024,CITS,año_2024
Asturias,34033333021,Cudillero ,0,2024,-2024,CITS,año_2024
Granada,34011818102,Íllora ,0,2024,-2024,CITS,año_2024
Cantabria,34063939020,Castro-Urdiales ,0,2024,-2024,CITS,año_2024
Sevilla,34014141039,Écija,0,2024,-2024,CITS,año_2024
Alacant,34100303042,ES521_34100303042 El Poble Nou de Benitatxell,0,2023,-2024,CITS,año_2023
Albacete,34080202009,ES421_34080202009 Almansa ,0,2023,-2024,CITS,año_2023
Albacete,34080202082,ES421_34080202082 Villatoya ,0,2023,-2024,CITS,año_2023
Albacete,34080202079,ES421_34080202079 Villamalea,0,2023,-2024,CITS,año_2023
Almería,34010404022,ES611_34010404022 Bédar ,0,2023,-2024,CITS,año_2023
Huelva,34012121050,ES615_34012121050 Moguer ,0,2023,-2024,CITS,año_2023
Huelva,34012121060,ES615_34012121060 Punta Umbría ,0,2023,-2024,CITS,año_2023
Sevilla,34014141004,ES618_34014141004 Alcalá de Guadaíra,0,2023,-2024,CITS,año_2023
Sevilla,34014141017,ES618_34014141017 Bormujos ,0,2023,-2024,CITS,año_2023
Sevilla,34014141028,ES618_34014141028 Castilleja de Guzmán ,0,2023,-2024,CITS,año_2023
Sevilla,34014141029,ES618_34014141029 Castilleja de la Cuesta ,0,2023,-2024,CITS,año_2023
Sevilla,34014141086,ES618_34014141086 San Juan de Aznalfarache ,0,2023,-2024,CITS,año_2023
Zaragoza,34025050066,ES243_34025050066 Cadrete ,0,2023,-2024,CITS,año_2023
Granada,34011818007,ES614_34011818007 Albuñuelas,0,2023,-2024,CITS,año_2023
Gipuzkoa,34162020903,ES212_34162020903 Astigarraga,0,2023,-2024,CITS,año_2023
Sevilla,34014141070,ES618_34014141070 Palomares del Río ,0,2023,-2024,CITS,año_2023
Lleida,34092525019,ES513_34092525019 Almacelles ,0,2023,-2024,CITS,año_2023
Huesca,34022222117,ES241_34022222117 Graus ,0,2023,-2024,CITS,año_2023
Cádiz,34011111012,ES612_34011111012 Cádiz ,0,2023,-2024,CITS,año_2023
Albacete,34080202037,ES421_34080202037 Hellín,0,2023,-2024,CITS,año_2023
Granada,34011818011,ES614_34011818011 Alfacar ,0,2023,-2024,CITS,año_2023
Sevilla,34014141058,ES618_34014141058 Mairena del Alcor ,0,2023,-2024,CITS,año_2023
Zaragoza,34025050163,ES243_34025050163 María de Huerva ,0,2023,-2024,CITS,año_2023
Madrid,34132828181,ES300_34132828181 Villaviciosa de Odón,0,2023,-2024,CITS,año_2023
Cuenca,34081616202,ES423_34081616202 Talayuelas,0,2023,-2024,CITS,año_2023
Zaragoza,34025050023,ES243_34025050023 Almonacid de la Cuba,0,2023,-2024,CITS,año_2023
Málaga,34012929084,ES617_34012929084 Ronda ,0,2023,-2024,CITS,año_2023
Almería,34010404029,ES611_34010404029 Berja ,0,2023,-2024,CITS,año_2023
Pontevedra,34123636029,ES114_34123636029 Moaña ,0,2023,-2024,CITS,año_2023
Huelva,34012121042,ES615_34012121042 Isla Cristina ,0,2023,-2024,CITS,año_2023
Huesca,34022222201,ES241_34022222201 Salas Altas ,0,2023,-2024,CITS,año_2023
Navarra,34153131216,ES220_34153131216 Sangüesa/Zangoza ,0,2023,-2024,CITS,año_2023
Navarra,34153131101,ES220_34153131101 Ezcabarte ,0,2023,-2024,CITS,año_2023
Córdoba,34011414049,ES613_34011414049 Palma del Río ,0,2023,-2024,CITS,año_2023
Barcelona,34090808237,ES511_34090808237 Sant Quirze de Besora ,0,2023,-2024,CITS,año_2023
Málaga,34012929073,ES617_34012929073 Monda,0,2023,-2024,CITS,año_2023
Granada,34011818149,ES614_34011818149 Villa de Otura ,0,2023,-2024,CITS,año_2023
Pontevedra,34123636057,ES114_34123636057 Vigo ,0,2023,-2024,CITS,año_2023
Tarragona,34094343073,ES514_34094343073 Llorac ,0,2023,-2024,CITS,año_2023
Huelva,34012121055,ES615_34012121055 Palos de la Frontera ,0,2023,-2024,CITS,año_2023
Sevilla,34014141085,ES618_34014141085 Salteras ,0,2023,-2024,CITS,año_2023
Bizkaia,34164848083,ES213_34164848083 Ortuella ,0,2023,-2024,CITS,año_2023
Pontevedra,34123636008,ES114_34123636008 Cangas,0,2023,-2024,CITS,año_2023
Huelva,34012121021,ES615_34012121021 Cartaya,0,2023,-2024,CITS,año_2023
Madrid,34132828047,ES300_34132828047 Collado Villalba,0,2023,-2024,CITS,año_2023
Barcelona,34090808016,ES511_34090808016 Bagà ,0,2023,-2024,CITS,año_2023
Huesca,34022222225,ES241_34022222225 Tamarite de Litera ,0,2023,-2024,CITS,año_2023
Almería,34010404041,ES611_34010404041 Enix ,0,2023,-2024,CITS,año_2023
Huesca,34022222025,ES241_34022222025 Altorricón ,0,2023,-2024,CITS,año_2023
Cádiz,34011111031,ES612_34011111031 San Fernando ,0,2023,-2024,CITS,año_2023
Pontevedra,34123636045,ES114_34123636045 Redondela ,0,2023,-2024,CITS,año_2023
Granada,34011818062,ES614_34011818062 Churriana de la Vega ,0,2023,-2024,CITS,año_2023
Cádiz,34011111005,ES612_34011111005 Algodonales ,0,2023,-2024,CITS,año_2023
Bizkaia,34164848044,ES213_34164848044 Getxo ,0,2023,-2024,CITS,año_2023
Navarra,34153131193,ES220_34153131193 Oltza Zendea,0,2023,-2024,CITS,año_2023
Granada,34011818127,ES614_34011818127 Maracena ,0,2023,-2024,CITS,año_2023
Navarra,34153131201,ES220_34153131201 Pamplona/Iruña ,0,2023,-2024,CITS,año_2023
Granada,34011818071,ES614_34011818071 Dúrcal ,0,2023,-2024,CITS,año_2023
